,Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_List,Hire_Flag,Has_Certification,AI_Norm,Exp_Norm,Proj_Norm,Resume_Strength_Score
498,499,Jill Combs,"java, react, sql, c++",8,M.Tech,Google ML,Software Engineer,Hire,61601,7,100,"['java', 'react', 'sql', 'c++']",1,1,1.0,0.8,0.7000000000000001,0.8750000000000001
499,500,Kyle Cole,"java, sql, c++, react",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,67414,0,60,"['java', 'sql', 'c++', 'react']",0,1,0.5294117647058822,0.30000000000000004,0.0,0.4102941176470588
500,501,Christine Beck,"nlp, tensorflow, python, pytorch",9,PhD,AWS Certified,AI Researcher,Hire,112005,10,100,"['nlp', 'tensorflow', 'python', 'pytorch']",1,1,1.0,0.9,1.0,0.975
501,502,Samantha Evans,"pytorch, tensorflow, nlp, python",5,MBA,AWS Certified,AI Researcher,Hire,53097,0,80,"['pytorch', 'tensorflow', 'nlp', 'python']",1,1,0.7647058823529411,0.5,0.0,0.5426470588235294
502,503,Eric Pena,"sql, deep learning, python, machine learning",7,B.Tech,None,Data Scientist,Hire,54552,2,100,"['sql', 'deep learning', 'python', 'machine learning']",1,0,1.0,0.7000000000000001,0.2,0.5750000000000001
503,504,Alex Morgan,"linux, networking",4,M.Tech,None,Cybersecurity Analyst,Reject,116278,0,50,"['linux', 'networking']",0,0,0.411764705882353,0.4,0.0,0.24411764705882355
504,505,Jon Moore,"sql, c++, react",1,M.Tech,Deep Learning Specialization,Software Engineer,Reject,118312,4,55,"['sql', 'c++', 'react']",0,1,0.4705882352941177,0.1,0.4,0.43970588235294117
505,506,Robert Aguilar,"networking, ethical hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,63561,5,45,"['networking', 'ethical hacking']",0,1,0.35294117647058826,0.0,0.5,0.3985294117647059
506,507,Danielle Rollins,"tensorflow, python, nlp",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,74451,9,100,"['tensorflow', 'python', 'nlp']",1,1,1.0,0.7000000000000001,0.9,0.9
507,508,Eric Bush,"machine learning, python",5,B.Tech,Google ML,Data Scientist,Hire,91581,4,90,"['machine learning', 'python']",1,1,0.8823529411764706,0.5,0.4,0.6838235294117647
508,509,Lisa Doyle,"pytorch, tensorflow",9,PhD,Google ML,AI Researcher,Hire,59856,2,100,"['pytorch', 'tensorflow']",1,1,1.0,0.9,0.2,0.775
509,510,Cody Harris,"ethical hacking, linux",7,PhD,None,Cybersecurity Analyst,Hire,47840,0,80,"['ethical hacking', 'linux']",1,0,0.7647058823529411,0.7000000000000001,0.0,0.4426470588235294
510,511,Roger Lewis,"networking, ethical hacking, linux, cybersecurity",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,80779,5,100,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,1,1.0,0.9,0.5,0.85
511,512,Pamela Foster,"networking, ethical hacking, cybersecurity, linux",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73181,5,100,"['networking', 'ethical hacking', 'cybersecurity', 'linux']",1,1,1.0,0.9,0.5,0.85
512,513,Monica Allison,"cybersecurity, linux, ethical hacking",1,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74376,9,80,"['cybersecurity', 'linux', 'ethical hacking']",1,1,0.7647058823529411,0.1,0.9,0.6676470588235294
513,514,David Cruz,"cybersecurity, linux, networking, ethical hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,77105,4,50,"['cybersecurity', 'linux', 'networking', 'ethical hacking']",0,1,0.411764705882353,0.0,0.4,0.3941176470588236
514,515,John Braun,"java, react, sql, c++",1,B.Sc,None,Software Engineer,Hire,107509,10,80,"['java', 'react', 'sql', 'c++']",1,0,0.7647058823529411,0.1,1.0,0.5426470588235294
515,516,Ryan Smith,"react, c++",9,B.Sc,None,Software Engineer,Hire,102113,6,100,"['react', 'c++']",1,0,1.0,0.9,0.6000000000000001,0.725
516,517,Joseph Chapman,"sql, react, java, c++",9,MBA,Google ML,Software Engineer,Hire,95141,7,100,"['sql', 'react', 'java', 'c++']",1,1,1.0,0.9,0.7000000000000001,0.9
517,518,Renee Hayes,"ethical hacking, linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,56684,5,85,"['ethical hacking', 'linux']",1,1,0.8235294117647058,0.4,0.5,0.663235294117647
518,519,Karen Weiss,"sql, java, c++",2,B.Sc,AWS Certified,Software Engineer,Reject,90151,1,50,"['sql', 'java', 'c++']",0,1,0.411764705882353,0.2,0.1,0.36911764705882355
519,520,Elizabeth Mcmillan,"c++, react, sql",9,PhD,Google ML,Software Engineer,Hire,113497,5,100,"['c++', 'react', 'sql']",1,1,1.0,0.9,0.5,0.85
520,521,Kimberly Carpenter,"python, nlp, pytorch",2,PhD,AWS Certified,AI Researcher,Reject,80377,1,50,"['python', 'nlp', 'pytorch']",0,1,0.411764705882353,0.2,0.1,0.36911764705882355
521,522,Heather Booker,"nlp, pytorch, tensorflow",9,B.Sc,None,AI Researcher,Hire,108379,10,100,"['nlp', 'pytorch', 'tensorflow']",1,0,1.0,0.9,1.0,0.825
522,523,Ronald Griffith,"linux, networking, cybersecurity, ethical hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,40945,4,100,"['linux', 'networking', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.8,0.4,0.8
523,524,Glenn Kelley,"machine learning, deep learning, sql",0,B.Sc,AWS Certified,Data Scientist,Reject,63564,6,55,"['machine learning', 'deep learning', 'sql']",0,1,0.4705882352941177,0.0,0.6000000000000001,0.4647058823529412
524,525,Christina Hester,"sql, c++",7,B.Sc,AWS Certified,Software Engineer,Hire,47957,7,100,"['sql', 'c++']",1,1,1.0,0.7000000000000001,0.7000000000000001,0.8500000000000001
525,526,Jenna Burnett,"networking, cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,50704,0,80,"['networking', 'cybersecurity']",1,0,0.7647058823529411,0.7000000000000001,0.0,0.4426470588235294
526,527,Mary Abbott,"java, react, sql",1,PhD,None,Software Engineer,Reject,91756,1,30,"['java', 'react', 'sql']",0,0,0.1764705882352941,0.1,0.1,0.11176470588235293
527,528,Cheryl Morton,"ethical hacking, networking, linux",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,99469,9,70,"['ethical hacking', 'networking', 'linux']",1,1,0.6470588235294117,0.0,0.9,0.6014705882352941
528,529,Kyle Johnson,"sql, machine learning, deep learning, python",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,117621,5,100,"['sql', 'machine learning', 'deep learning', 'python']",1,1,1.0,0.6000000000000001,0.5,0.775
529,530,Denise Cruz,"tensorflow, nlp, pytorch, python",4,M.Tech,AWS Certified,AI Researcher,Hire,48906,7,100,"['tensorflow', 'nlp', 'pytorch', 'python']",1,1,1.0,0.4,0.7000000000000001,0.775
530,531,Crystal Parker,"deep learning, machine learning, sql",5,M.Tech,None,Data Scientist,Hire,79635,9,100,"['deep learning', 'machine learning', 'sql']",1,0,1.0,0.5,0.9,0.7
531,532,Eddie Hutchinson,"python, machine learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55994,2,100,"['python', 'machine learning']",1,1,1.0,0.7000000000000001,0.2,0.7250000000000001
532,533,Sierra Edwards,"c++, sql",5,M.Tech,Google ML,Software Engineer,Hire,41530,0,70,"['c++', 'sql']",1,1,0.6470588235294117,0.5,0.0,0.5014705882352941
533,534,Peter Mcmahon,"python, deep learning, sql, machine learning",5,MBA,Google ML,Data Scientist,Hire,69257,0,80,"['python', 'deep learning', 'sql', 'machine learning']",1,1,0.7647058823529411,0.5,0.0,0.5426470588235294
534,535,Alexandra Gilbert,"networking, linux",2,B.Sc,None,Cybersecurity Analyst,Reject,64118,0,30,"['networking', 'linux']",0,0,0.1764705882352941,0.2,0.0,0.11176470588235293
535,536,Heather Watson,"react, sql",4,PhD,None,Software Engineer,Hire,108770,10,100,"['react', 'sql']",1,0,1.0,0.4,1.0,0.7
536,537,Carlos Ochoa,"java, react, c++, sql",8,B.Tech,Google ML,Software Engineer,Hire,63268,7,100,"['java', 'react', 'c++', 'sql']",1,1,1.0,0.8,0.7000000000000001,0.8750000000000001
537,538,Jill Williams,"pytorch, tensorflow, nlp",4,B.Sc,None,AI Researcher,Hire,59560,5,80,"['pytorch', 'tensorflow', 'nlp']",1,0,0.7647058823529411,0.4,0.5,0.4926470588235293
538,539,Jessica Doyle,"java, c++, sql",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82288,0,100,"['java', 'c++', 'sql']",1,1,1.0,0.9,0.0,0.725
539,540,Felicia Wright,"tensorflow, pytorch, nlp, python",6,PhD,Google ML,AI Researcher,Hire,64338,10,100,"['tensorflow', 'pytorch', 'nlp', 'python']",1,1,1.0,0.6000000000000001,1.0,0.9
540,541,Michael Santos,"sql, java, c++, react",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,111578,9,100,"['sql', 'java', 'c++', 'react']",1,1,1.0,0.5,0.9,0.85
541,542,Angie Roberts,"deep learning, python, machine learning",6,B.Tech,Google ML,Data Scientist,Hire,89840,2,95,"['deep learning', 'python', 'machine learning']",1,1,0.9411764705882353,0.6000000000000001,0.2,0.6794117647058824
542,543,Harold Acevedo,"sql, c++, react",3,B.Tech,None,Software Engineer,Hire,112003,7,80,"['sql', 'c++', 'react']",1,0,0.7647058823529411,0.30000000000000004,0.7000000000000001,0.5176470588235293
543,544,Sarah Jones,"ethical hacking, networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,119478,2,90,"['ethical hacking', 'networking']",1,1,0.8823529411764706,0.6000000000000001,0.2,0.6588235294117647
544,545,Jeffrey Smith,"machine learning, deep learning",7,B.Tech,AWS Certified,Data Scientist,Hire,43930,8,100,"['machine learning', 'deep learning']",1,1,1.0,0.7000000000000001,0.8,0.8750000000000001
545,546,Marcus Ramirez,"sql, java, react",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,81778,4,100,"['sql', 'java', 'react']",1,1,1.0,1.0,0.4,0.85
546,547,Christy Ramirez,"pytorch, nlp",1,MBA,None,AI Researcher,Reject,105641,2,30,"['pytorch', 'nlp']",0,0,0.1764705882352941,0.1,0.2,0.13676470588235295
547,548,Rhonda Mendoza,"machine learning, deep learning, sql",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,78218,10,100,"['machine learning', 'deep learning', 'sql']",1,1,1.0,0.7000000000000001,1.0,0.925
548,549,Heather Lewis,"networking, linux, ethical hacking, cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,115553,9,100,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",1,1,1.0,0.30000000000000004,0.9,0.8
549,550,Adrian Marshall,"tensorflow, nlp, python",3,PhD,AWS Certified,AI Researcher,Hire,71785,7,90,"['tensorflow', 'nlp', 'python']",1,1,0.8823529411764706,0.30000000000000004,0.7000000000000001,0.7088235294117647
550,551,Rebecca Kirby,"python, deep learning, machine learning, sql",9,B.Tech,Google ML,Data Scientist,Hire,64063,9,100,"['python', 'deep learning', 'machine learning', 'sql']",1,1,1.0,0.9,0.9,0.95
551,552,Kirsten Smith,"react, c++, java, sql",5,B.Sc,None,Software Engineer,Hire,89191,3,85,"['react', 'c++', 'java', 'sql']",1,0,0.8235294117647058,0.5,0.30000000000000004,0.48823529411764705
552,553,Timothy Duncan,"python, tensorflow, pytorch, nlp",5,PhD,Google ML,AI Researcher,Hire,104955,0,80,"['python', 'tensorflow', 'pytorch', 'nlp']",1,1,0.7647058823529411,0.5,0.0,0.5426470588235294
553,554,Barbara Turner,"react, c++, java, sql",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,58910,7,100,"['react', 'c++', 'java', 'sql']",1,1,1.0,0.7000000000000001,0.7000000000000001,0.8500000000000001
554,555,Frank Hale,"machine learning, python, deep learning, sql",1,B.Sc,Google ML,Data Scientist,Reject,55166,4,60,"['machine learning', 'python', 'deep learning', 'sql']",0,1,0.5294117647058822,0.1,0.4,0.46029411764705874
555,556,James Brooks Jr.,"react, sql, java, c++",1,PhD,None,Software Engineer,Reject,50422,1,35,"['react', 'sql', 'java', 'c++']",0,0,0.23529411764705882,0.1,0.1,0.1323529411764706
556,557,Jennifer Smith,"ethical hacking, networking, cybersecurity",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,51159,8,100,"['ethical hacking', 'networking', 'cybersecurity']",1,1,1.0,1.0,0.8,0.9500000000000001
557,558,Jessica Campbell,"machine learning, deep learning, python",7,B.Tech,Deep Learning Specialization,Data Scientist,Hire,99741,0,95,"['machine learning', 'deep learning', 'python']",1,1,0.9411764705882353,0.7000000000000001,0.0,0.6544117647058824
558,559,Zachary Parker,"cybersecurity, linux, networking, ethical hacking",0,MBA,None,Cybersecurity Analyst,Hire,92175,10,70,"['cybersecurity', 'linux', 'networking', 'ethical hacking']",1,0,0.6470588235294117,0.0,1.0,0.4764705882352941
559,560,Thomas Hawkins,"cybersecurity, ethical hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,65601,5,55,"['cybersecurity', 'ethical hacking']",0,1,0.4705882352941177,0.1,0.5,0.4647058823529412
560,561,William Hanson,"nlp, python",5,B.Tech,AWS Certified,AI Researcher,Hire,105979,3,85,"['nlp', 'python']",1,1,0.8235294117647058,0.5,0.30000000000000004,0.638235294117647
561,562,Rachel Cherry,"tensorflow, python",10,PhD,AWS Certified,AI Researcher,Hire,98659,6,100,"['tensorflow', 'python']",1,1,1.0,1.0,0.6000000000000001,0.9
562,563,Dr. Thomas Hernandez,"nlp, pytorch, python",0,MBA,None,AI Researcher,Reject,40400,0,15,"['nlp', 'pytorch', 'python']",0,0,0.0,0.0,0.0,0.0
563,564,Sue Young,"react, java, c++",6,B.Sc,AWS Certified,Software Engineer,Hire,103874,5,100,"['react', 'java', 'c++']",1,1,1.0,0.6000000000000001,0.5,0.775
564,565,Robyn Griffin,"networking, linux",10,PhD,None,Cybersecurity Analyst,Hire,82245,2,100,"['networking', 'linux']",1,0,1.0,1.0,0.2,0.65
565,566,Kaitlin Roman,"sql, deep learning",5,B.Sc,Google ML,Data Scientist,Hire,55964,5,95,"['sql', 'deep learning']",1,1,0.9411764705882353,0.5,0.5,0.7294117647058823
566,567,Julie Thompson,"c++, java, react, sql",9,MBA,AWS Certified,Software Engineer,Hire,81897,4,100,"['c++', 'java', 'react', 'sql']",1,1,1.0,0.9,0.4,0.825
567,568,Hunter Dalton,"react, java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,95,"['react', 'java']",1,1,0.9411764705882353,0.30000000000000004,0.9,0.7794117647058824
568,569,Zachary Ross,"linux, cybersecurity, ethical hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,71624,8,100,"['linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.8,0.8,0.9
569,570,Gabriel Torres,"c++, sql",2,M.Tech,AWS Certified,Software Engineer,Reject,83223,4,60,"['c++', 'sql']",0,1,0.5294117647058822,0.2,0.4,0.48529411764705876
570,571,Michael Smith,"tensorflow, python, nlp, pytorch",9,MBA,None,AI Researcher,Hire,87232,0,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,0,1.0,0.9,0.0,0.575
571,572,Steven Wagner,"machine learning, python, deep learning",7,B.Tech,None,Data Scientist,Hire,47698,8,100,"['machine learning', 'python', 'deep learning']",1,0,1.0,0.7000000000000001,0.8,0.7250000000000001
572,573,Anna May,"c++, react",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100,"['c++', 'react']",1,1,1.0,0.4,1.0,0.85
573,574,Billy Baker,"python, tensorflow, pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,85905,7,70,"['python', 'tensorflow', 'pytorch']",1,1,0.6470588235294117,0.1,0.7000000000000001,0.5764705882352941
574,575,Michelle King,"ethical hacking, networking",6,M.Tech,None,Cybersecurity Analyst,Hire,94810,7,100,"['ethical hacking', 'networking']",1,0,1.0,0.6000000000000001,0.7000000000000001,0.675
575,576,James Johnson,"python, machine learning",5,B.Sc,None,Data Scientist,Hire,65003,1,65,"['python', 'machine learning']",1,0,0.588235294117647,0.5,0.1,0.3558823529411764
576,577,Clarence Hernandez,"react, java, sql, c++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,100,"['react', 'java', 'sql', 'c++']",1,1,1.0,0.8,0.2,0.7500000000000001
577,578,Timothy Wong,"react, c++, java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100,"['react', 'c++', 'java']",1,1,1.0,0.8,0.0,0.7000000000000001
578,579,Christopher Mcconnell,"sql, java, react, c++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,100,"['sql', 'java', 'react', 'c++']",1,1,1.0,0.30000000000000004,0.9,0.8
579,580,John Wilson,"deep learning, sql",1,B.Tech,AWS Certified,Data Scientist,Reject,50848,4,50,"['deep learning', 'sql']",0,1,0.411764705882353,0.1,0.4,0.4191176470588236
580,581,Maria Torres,"python, machine learning, sql",0,B.Tech,AWS Certified,Data Scientist,Reject,71169,4,45,"['python', 'machine learning', 'sql']",0,1,0.35294117647058826,0.0,0.4,0.3735294117647059
581,582,Samantha Rodriguez,"react, java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,100,"['react', 'java']",1,1,1.0,0.5,0.8,0.8250000000000001
582,583,Brian Dean,"c++, java",5,PhD,Google ML,Software Engineer,Hire,76165,8,100,"['c++', 'java']",1,1,1.0,0.5,0.8,0.8250000000000001
583,584,Jonathan Baxter,"tensorflow, python",5,B.Sc,None,AI Researcher,Hire,114286,6,90,"['tensorflow', 'python']",1,0,0.8823529411764706,0.5,0.6000000000000001,0.5838235294117646
584,585,Andrew Santiago,"ethical hacking, cybersecurity, linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,66802,1,90,"['ethical hacking', 'cybersecurity', 'linux']",1,1,0.8823529411764706,0.6000000000000001,0.1,0.6338235294117647
585,586,Bridget Williams,"tensorflow, python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308,4,50,"['tensorflow', 'python']",0,1,0.411764705882353,0.1,0.4,0.4191176470588236
586,587,Gary Glenn,"python, sql, machine learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067,2,100,"['python', 'sql', 'machine learning']",1,1,1.0,0.9,0.2,0.775
587,588,Samantha Jackson,"linux, networking, ethical hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475,3,70,"['linux', 'networking', 'ethical hacking']",1,1,0.6470588235294117,0.30000000000000004,0.30000000000000004,0.526470588235294
588,589,Katherine Perry,"c++, react",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673,5,100,"['c++', 'react']",1,1,1.0,1.0,0.5,0.875
589,590,Brenda Stein,"linux, ethical hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271,2,60,"['linux', 'ethical hacking']",0,1,0.5294117647058822,0.30000000000000004,0.2,0.46029411764705874
590,591,David Marks,"sql, react, java",2,MBA,Google ML,Software Engineer,Reject,62666,1,50,"['sql', 'react', 'java']",0,1,0.411764705882353,0.2,0.1,0.36911764705882355
591,592,Peter Thomas,"machine learning, python, sql, deep learning",9,M.Tech,None,Data Scientist,Hire,74018,10,100,"['machine learning', 'python', 'sql', 'deep learning']",1,0,1.0,0.9,1.0,0.825
592,593,Kathryn Santos,"deep learning, sql, machine learning, python",3,PhD,Google ML,Data Scientist,Hire,75861,1,65,"['deep learning', 'sql', 'machine learning', 'python']",1,1,0.588235294117647,0.30000000000000004,0.1,0.4558823529411765
593,594,Brittany Nelson,"pytorch, tensorflow, nlp",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511,4,100,"['pytorch', 'tensorflow', 'nlp']",1,1,1.0,0.6000000000000001,0.4,0.75
594,595,Katelyn Durham,"pytorch, python, tensorflow",7,B.Sc,None,AI Researcher,Hire,53796,3,100,"['pytorch', 'python', 'tensorflow']",1,0,1.0,0.7000000000000001,0.30000000000000004,0.6000000000000001
595,596,Julia Ferguson,"pytorch, nlp, python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554,2,100,"['pytorch', 'nlp', 'python']",1,1,1.0,1.0,0.2,0.8
596,597,Samantha Smith,"python, machine learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958,2,100,"['python', 'machine learning']",1,1,1.0,0.8,0.2,0.7500000000000001
597,598,Jessica Stewart,"machine learning, python, deep learning",3,M.Tech,None,Data Scientist,Hire,81656,7,80,"['machine learning', 'python', 'deep learning']",1,0,0.7647058823529411,0.30000000000000004,0.7000000000000001,0.5176470588235293
598,599,Jennifer Yu,"nlp, python, tensorflow",7,B.Sc,None,AI Researcher,Hire,94313,9,100,"['nlp', 'python', 'tensorflow']",1,0,1.0,0.7000000000000001,0.9,0.75
599,600,Jessica Robinson,"nlp, pytorch, tensorflow",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,66221,4,100,"['nlp', 'pytorch', 'tensorflow']",1,1,1.0,0.7000000000000001,0.4,0.775
600,601,John White,"c++, react, sql, java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100,"['c++', 'react', 'sql', 'java']",1,1,1.0,0.9,0.9,0.95
601,602,John Chaney,"nlp, tensorflow, pytorch, python",0,B.Sc,Google ML,AI Researcher,Reject,107278,1,35,"['nlp', 'tensorflow', 'pytorch', 'python']",0,1,0.23529411764705882,0.0,0.1,0.25735294117647056
602,603,Clifford Andrews,"sql, java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,70,"['sql', 'java']",1,1,0.6470588235294117,0.5,0.0,0.5014705882352941
603,604,Kimberly Miles,"react, sql",10,MBA,AWS Certified,Software Engineer,Hire,113587,0,100,"['react', 'sql']",1,1,1.0,1.0,0.0,0.75
604,605,Sara Jackson,"python, deep learning, machine learning",5,M.Tech,None,Data Scientist,Hire,94342,10,100,"['python', 'deep learning', 'machine learning']",1,0,1.0,0.5,1.0,0.725
605,606,Kelly Porter,"cybersecurity, networking, ethical hacking, linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090,3,95,"['cybersecurity', 'networking', 'ethical hacking', 'linux']",1,1,0.9411764705882353,0.5,0.30000000000000004,0.6794117647058824
606,607,Adam Hopkins,"pytorch, tensorflow, nlp",4,B.Tech,None,AI Researcher,Hire,90906,3,70,"['pytorch', 'tensorflow', 'nlp']",1,0,0.6470588235294117,0.4,0.30000000000000004,0.4014705882352941
607,608,Raymond Roach,"c++, react, sql, java",5,M.Tech,None,Software Engineer,Hire,48105,6,100,"['c++', 'react', 'sql', 'java']",1,0,1.0,0.5,0.6000000000000001,0.625
608,609,Nathan Davis,"nlp, tensorflow, python, pytorch",8,MBA,None,AI Researcher,Hire,50831,3,100,"['nlp', 'tensorflow', 'python', 'pytorch']",1,0,1.0,0.8,0.30000000000000004,0.625
609,610,Briana Burnett,"linux, ethical hacking, cybersecurity, networking",8,M.Tech,None,Cybersecurity Analyst,Hire,76830,2,100,"['linux', 'ethical hacking', 'cybersecurity', 'networking']",1,0,1.0,0.8,0.2,0.6000000000000001
610,611,Kelly Scott,"java, react, c++, sql",5,MBA,Google ML,Software Engineer,Hire,87525,1,85,"['java', 'react', 'c++', 'sql']",1,1,0.8235294117647058,0.5,0.1,0.5882352941176471
611,612,Melissa Griffin,"java, sql",3,PhD,Google ML,Software Engineer,Hire,112396,10,100,"['java', 'sql']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
612,613,Dennis Wheeler,"nlp, pytorch",8,B.Sc,AWS Certified,AI Researcher,Hire,41624,4,100,"['nlp', 'pytorch']",1,1,1.0,0.8,0.4,0.8
613,614,Caroline Ford,"java, c++, sql, react",7,B.Sc,Google ML,Software Engineer,Hire,115954,9,100,"['java', 'c++', 'sql', 'react']",1,1,1.0,0.7000000000000001,0.9,0.9
614,615,Kevin Robinson,"pytorch, python, tensorflow",4,MBA,None,AI Researcher,Hire,84358,2,65,"['pytorch', 'python', 'tensorflow']",1,0,0.588235294117647,0.4,0.2,0.3558823529411764
615,616,Steven Crawford,"networking, ethical hacking, linux",3,M.Tech,None,Cybersecurity Analyst,Hire,101694,8,85,"['networking', 'ethical hacking', 'linux']",1,0,0.8235294117647058,0.30000000000000004,0.8,0.5632352941176471
616,617,Brett Bird,"tensorflow, python, pytorch, nlp",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,97529,4,70,"['tensorflow', 'python', 'pytorch', 'nlp']",1,1,0.6470588235294117,0.2,0.4,0.5264705882352941
617,618,Heather Brown,"sql, react, c++, java",8,M.Tech,Google ML,Software Engineer,Hire,102924,7,100,"['sql', 'react', 'c++', 'java']",1,1,1.0,0.8,0.7000000000000001,0.8750000000000001
618,619,Larry Williams,"tensorflow, nlp, python, pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539,9,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,1,1.0,0.6000000000000001,0.9,0.875
619,620,Mr. Bryan Hernandez,"deep learning, sql, machine learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100,"['deep learning', 'sql', 'machine learning']",1,1,1.0,0.6000000000000001,0.8,0.85
620,621,Patricia Sherman,"tensorflow, nlp, python, pytorch",4,M.Tech,AWS Certified,AI Researcher,Hire,42305,10,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,1,1.0,0.4,1.0,0.85
621,622,Pam Reynolds,"python, tensorflow, nlp",10,M.Tech,None,AI Researcher,Hire,118077,8,100,"['python', 'tensorflow', 'nlp']",1,0,1.0,1.0,0.8,0.8
622,623,Steven Compton,"cybersecurity, ethical hacking, networking, linux",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,72178,3,65,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,1,0.588235294117647,0.2,0.30000000000000004,0.4808823529411764
623,624,Luke Johnson,"pytorch, nlp",5,M.Tech,AWS Certified,AI Researcher,Hire,64489,4,90,"['pytorch', 'nlp']",1,1,0.8823529411764706,0.5,0.4,0.6838235294117647
624,625,Victoria Thompson,"cybersecurity, ethical hacking, linux, networking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109004,7,100,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",1,1,1.0,0.5,0.7000000000000001,0.8
625,626,Erin Davis,"python, deep learning, sql",4,MBA,AWS Certified,Data Scientist,Hire,95919,6,95,"['python', 'deep learning', 'sql']",1,1,0.9411764705882353,0.4,0.6000000000000001,0.7294117647058824
626,627,Mitchell Foster,"sql, c++",0,B.Tech,Google ML,Software Engineer,Reject,46679,5,45,"['sql', 'c++']",0,1,0.35294117647058826,0.0,0.5,0.3985294117647059
627,628,Kathy Meyer,"python, tensorflow, pytorch",0,M.Tech,None,AI Researcher,Reject,75275,1,20,"['python', 'tensorflow', 'pytorch']",0,0,0.05882352941176472,0.0,0.1,0.04558823529411765
628,629,Jeffrey Johnson,"sql, deep learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99679,5,75,"['sql', 'deep learning']",1,1,0.7058823529411764,0.30000000000000004,0.5,0.5970588235294118
629,630,Craig Lewis,"tensorflow, nlp, python, pytorch",3,B.Sc,None,AI Researcher,Hire,95357,8,90,"['tensorflow', 'nlp', 'python', 'pytorch']",1,0,0.8823529411764706,0.30000000000000004,0.8,0.5838235294117646
630,631,Kevin Cross,"cybersecurity, networking",4,PhD,None,Cybersecurity Analyst,Reject,98557,2,60,"['cybersecurity', 'networking']",0,0,0.5294117647058822,0.4,0.2,0.3352941176470588
